数据导出
唯一标识,商品编码,商户编码,图片链接,审核状态,异常标识
TMT000000007968132	,000000011275308494		,0070536041	,http://uimgproxy.suning.cn/uimg1/sop/commodity/lWMrDvTIZ8TTmV_ZkxloPQ.png	,1	,1	
TMT000000007968131	,000000011275308454		,0070536041	,http://uimgproxy.suning.cn/uimg1/sop/commodity/VoQQAr_4FPBRwb75eiffIA.png	,1	,1	
TMT000000007968137	,000000011275311777		,0070536041	,http://uimgproxy.suning.cn/uimg1/sop/commodity/DEJ_jOhpWYZnH5vVsNAaJA.png	,1	,1	
TMT000000007968135	,000000011275311231		,0070536041	,http://uimgproxy.suning.cn/uimg1/sop/commodity/-u9qycX3yf6QTuKfH8MHWw.png	,1	,1	
TMT000000007967861	,000000011275286762		,0070536041	,http://uimgproxy.suning.cn/uimg1/sop/commodity/IA7RmJRX3Ud98gHb872D0Q.png	,1	,1	
TMT000000007967858	,000000011275286377		,0070536041	,http://uimgproxy.suning.cn/uimg1/sop/commodity/ARNMmjJfEYTpVtRqJ3bVSQ.png	,1	,1	
TMT000000007967869	,000000011275289240		,0070536041	,http://uimgproxy.suning.cn/uimg1/sop/commodity/4Ok1SvKWCp-1dnjEzmJJBg.png	,1	,1	
TMT000000007967812	,000000011275286258		,0070485868	,http://uimgproxy.suning.cn/uimg1/sop/commodity/aLQl3tlr89q0IJMdGM70QA.png	,1	,1	
TMT000000007967813	,000000011275286487		,0070485868	,http://uimgproxy.suning.cn/uimg1/sop/commodity/1sIPrTwEPgY5yIOfyH1NfA.png	,1	,1	
TMT000000007967866	,000000011275288623		,0070536041	,http://uimgproxy.suning.cn/uimg1/sop/commodity/pewFdFEtEZ-r2WW_hnN4wg.png	,1	,1	
TMT000000007967816	,000000011275288436		,0070485868	,http://uimgproxy.suning.cn/uimg1/sop/commodity/seSq5SI1KTjjgUGn18yYtg.png	,1	,1	
TMT000000007967867	,000000011275288862		,0070536041	,http://uimgproxy.suning.cn/uimg1/sop/commodity/ak-EWCzMWPRrmkR7AL_MPA.png	,1	,1	
TMT000000007967820	,000000011275289035		,0070485868	,http://uimgproxy.suning.cn/uimg1/sop/commodity/jLIq-Etfo3m4Umo3pCJ_Bw.png	,1	,1	
TMT000000007967863	,000000011275286818		,0070536041	,http://uimgproxy.suning.cn/uimg1/sop/commodity/m89PsTLw5TGosFmAAH85ug.png	,1	,1	
TMT000000007967814	,000000011275286769		,0070485868	,http://uimgproxy.suning.cn/uimg1/sop/commodity/dBx-abmwbe3Ybu6KhK-yeQ.png	,1	,1	
TMT000000007967868	,000000011275289162		,0070536041	,http://uimgproxy.suning.cn/uimg1/sop/commodity/HrmdmQQrCOE32p8D4oYEUg.png	,1	,1	
TMT000000007967780	,000000010556901291		,0070068626	,https://image.suning.com/uimg/sop/transparent/186942871210929300995634.png	,1	,1	
TMT000000007967715	,000000011275278504		,0070536041	,http://uimgproxy.suning.cn/uimg1/sop/commodity/t-4ZL7SvvDoSibhhGZYpJQ.png	,1	,1	
TMT000000007967675	,000000011275276943		,0070485868	,http://uimgproxy.suning.cn/uimg1/sop/commodity/716Ko4dZHwdkMUXnCEBXtw.png	,1	,1	
TMT000000007967684	,000000011275285979		,0070485868	,http://uimgproxy.suning.cn/uimg1/sop/commodity/zEu4F6bv9xSFaDGjyD73vw.png	,1	,1	
TMT000000007967710	,000000011275278100		,0070536041	,http://uimgproxy.suning.cn/uimg1/sop/commodity/_HDp73E66gLL3oLve2338Q.png	,1	,1	
TMT000000007967683	,000000011275285282		,0070485868	,http://uimgproxy.suning.cn/uimg1/sop/commodity/ljiz7Yq1ZSsd4bz_gJkM4A.png	,1	,1	
TMT000000007967676	,000000011275277923		,0070485868	,http://uimgproxy.suning.cn/uimg1/sop/commodity/64M0pvSg9J0iXri3jXhJHg.png	,1	,1	
TMT000000007967682	,000000011275283428		,0070485868	,http://uimgproxy.suning.cn/uimg1/sop/commodity/lWxi8F7UVKo1rBLSUmKGRg.png	,1	,1	
TMT000000007967703	,000000011275277081		,0070536041	,http://uimgproxy.suning.cn/uimg1/sop/commodity/uFM1DIVBfKuSY-iaIzGOEA.png	,1	,1	
TMT000000007967679	,000000011275281866		,0070485868	,http://uimgproxy.suning.cn/uimg1/sop/commodity/r_2acJObc2k4qTtfrrxcwA.png	,1	,1	
TMT000000007967681	,000000011275283135		,0070485868	,http://uimgproxy.suning.cn/uimg1/sop/commodity/Uakb6UmXbIxIhadnEL35Cg.png	,1	,1	
TMT000000007967677	,000000011275278298		,0070485868	,http://uimgproxy.suning.cn/uimg1/sop/commodity/5VbCt3vklfPSb28Zp_XyMQ.png	,1	,1	
TMT000000007967678	,000000011275278509		,0070485868	,http://uimgproxy.suning.cn/uimg1/sop/commodity/fmxIHQelBTaNGnd_d_Mq7g.png	,1	,1	
TMT000000007967732	,000000011275284266		,0070536041	,http://uimgproxy.suning.cn/uimg1/sop/commodity/g37iz-fX5f5likuayAeieA.png	,1	,1	
TMT000000007967717	,000000011275278588		,0070536041	,http://uimgproxy.suning.cn/uimg1/sop/commodity/eLLn2gZkneLQnV5yUIcfkQ.png	,1	,1	
TMT000000007967712	,000000011275278407		,0070536041	,http://uimgproxy.suning.cn/uimg1/sop/commodity/l4eHa4SHJKCl1WBU11cbVw.png	,1	,1	
TMT000000007967729	,000000011275283424		,0070536041	,http://uimgproxy.suning.cn/uimg1/sop/commodity/XqEbVk2mylfXYXHemHwm_Q.png	,1	,1	
TMT000000007967720	,000000011275279466		,0070536041	,http://uimgproxy.suning.cn/uimg1/sop/commodity/jVUJBNLyHXKw2hQf5mM6iQ.png	,1	,1	
TMT000000007967706	,000000011275277776		,0070536041	,http://uimgproxy.suning.cn/uimg1/sop/commodity/mtzSDujpDLKib3-CKrr3Fw.png	,1	,1	
TMT000000007967733	,000000011275285251		,0070536041	,http://uimgproxy.suning.cn/uimg1/sop/commodity/4Jc5DtopiOh0RvwKn2QGeQ.png	,1	,1	
TMT000000007967680	,000000011275282757		,0070485868	,http://uimgproxy.suning.cn/uimg1/sop/commodity/JacphTzeKVnh6qjW7F9JSQ.png	,1	,1	
TMT000000007967736	,000000011275286149		,0070536041	,http://uimgproxy.suning.cn/uimg1/sop/commodity/gCCdBZSAmtSHJjvmpSuq5A.png	,1	,1	
TMT000000007967739	,000000011275286253		,0070536041	,http://uimgproxy.suning.cn/uimg1/sop/commodity/h-H1eAbcIFG4EX9_S4n2LA.png	,1	,1	
TMT000000007967725	,000000011275283056		,0070536041	,http://uimgproxy.suning.cn/uimg1/sop/commodity/Hy-03_IlzgArtl0x4-5mbg.png	,1	,1	
TMT000000007967574	,000000011275269979		,0070536041	,http://uimgproxy.suning.cn/uimg1/sop/commodity/vj_UWh4-9jEBN1_3iFfQ_A.png	,1	,1	
TMT000000007967543	,000000011275272512		,0070485868	,http://uimgproxy.suning.cn/uimg1/sop/commodity/V-4sXEhzTgYQQxHs9Nt1bA.png	,1	,1	
TMT000000007967550	,000000011275270244		,0070500906	,http://uimgproxy.suning.cn/uimg1/sop/commodity/VQvJl6h7Mb1EM4FI9U-iCQ.png	,1	,1	
